6.27803, -2991.02, -3823.73
3.5948, 204.149, -349.316
5.89648, 1398.07, -3517.24
5.09708, -994.053, 3465.17
2.76731, -3578.74, 2597.92
2.53849, 1276.02, 142.064
4.58743, -3338.05, -966.527
7.15218, 708.264, 1510.91
2.95982, 200.544, 2678.84
6.00595, -631.994, 1237.84
3.81226, 2036.05, 3285.41
4.14117, 1839.41, -3505.33
7.45519, 2040.14, 1069.06
7.41275, -2048.41, -1077.9
5.75759, 2077.42, 1734.64
6.92354, 1000.2, -3322.3
6.33247, -501.793, -1721.07
3.87453, -2060.64, -186.595
4.93259, -2681.85, -1124.83
2.80282, 3190.45, 3070.8
5.08146, 69.1968, 3122.25
4.96988, 3686.44, -1414.54
7.23882, -3197.53, -1862.04
4.42071, -34.8316, -3259.14
5.14874, 3244.21, -1747.48
2.75042, 3442.55, -258.038
6.63909, 2085.51, 2157.79
5.94228, -3796.74, -2951.28
6.18112, 980.909, 2894.33
6.94286, 3804.36, 1797.89
4.25508, -1568.62, -2040.22
6.72991, 685.645, 92.5322
3.84659, 2652.05, -664.238
4.83959, 291.745, -678.272
3.2686, -2544.25, -1634.22
2.66527, 2453.85, 654.298
7.2768, 37.2202, 236.703
6.95369, 447.412, 1977.5
3.29884, 2754.12, 994.219
3.15214, 1605.28, -2263.81
2.515, -1733.25, -3267.45
6.0491, -3675.87, -657.363
3.40448, -2095.39, 3514.83
5.76029, 3065.63, -1489.19
4.42907, 1382.12, -2757.82
3.23766, -35.5155, -893.592
5.45054, 2707.43, 639.958
3.24076, 439.093, 3547.52
3.2091, -766.444, 3783.78
4.94257, -1833.51, 418.321
3.13015, 3487.65, -126.581
5.64635, -1446.78, -2418
5.60817, 1252.87, -2892.35
4.88216, -2023.02, 2374.1
2.64188, -2297.4, -908.411
3.21011, -522.835, 3203.45
3.15594, -728.537, 3438.36
3.31099, -3257.44, 3041.38
3.76529, -1104.21, -3340.04
4.77654, 2348.37, -2946.66
6.54472, -437.287, -1146.55
3.57624, 1223.2, 3379.04
3.75063, 3197.8, 1346.42
5.02978, -211.116, 2848.23
6.27922, 2511.86, 694.73
5.66369, 3575.73, -218.887
5.9449, 2499.7, -458.455
7.27207, 3771.45, 1581.61
5.18713, -1598.07, 2761.57
4.57014, -3065.73, 141.161
4.70019, 2916.81, 603.456
6.07821, 2920.96, 1813.67
6.20858, 1634.09, 2339.19
5.12494, 3032.28, -3683.8
6.06711, -3388.51, -310.577
5.91025, 1212.99, -106.199
6.82941, 3242.23, -2365.29
3.19597, 393.29, 2981.71
3.57766, 3793.34, -373.389
5.0733, -1426.96, -422.335
4.83766, -638.764, 2921.71
3.55759, -1053.85, 2429.27
5.65244, -2744.99, 3798
2.5044, -3785.1, 810.474
4.09589, 1810.38, 2192.89
5.90281, 1470.67, -644.096
6.0446, 2632.13, -2363.56
2.90869, -3084.53, 2655.33
3.56926, 929.811, 2077.23
4.44412, -3326.46, -2293.82
4.44927, 3562.48, 3586.51
3.92018, 1540.26, -1864.85
4.6123, 2207.53, 2198.48
2.55658, -2382.2, -1734.82
3.72027, 3688.66, -2436.51
4.49072, -2800.43, 2581.1
6.64177, -2550.91, 748.768
